squirrel_id,sex,year,observer,cohort,grid,trialnumber,trialdate,taglft,tagrt,colours,walk,jump,hole,hang,chew,groom,still,oft_duration,front,back,attack,attacklatency,approachlatency,mis_duration,collar,comments,mastyear,litter_id,fieldBDate,litter_size,n1_date,n1_weight,n2_date,n2_weight,dam_id,part,julian_trialdate,gridyear,oft1,mis1
24377,M,2019,PLK,2019,JO,1,2019-08-31,M6314,M6315,W*/W,218.014,85,14,168.554,98.976,19.751,6.648,450,92.425,137.28,1,9.009,0.503,300,NA,NA,1,9081,2019-06-20,5,174,10.4,2019-07-22,48.9,20046,171,243,JO 2019,2.895598396010973,0.6990752812731319
24384,F,2019,DH,2019,JO,1,2019-08-26,M6320,M6321,O*/O*,0,0,0,450,3.743,0,444.472,450,174.621,96.048,10,72.023,21.524,300,NA,NA,1,9081,2019-06-20,5,174,10.1,2019-07-22,47.7,20046,171,238,JO 2019,-3.2724965894469435,1.1333580833136714
24676,F,2019,PLK,2019,JO,1,2019-09-23,F9972,F9973,Y!/P!,257.501,44,34,134.381,117.992,20.999,12.245,450,183.129,63.342,14,28.529,1,300,NA,NA,1,9394,NA,6,241,14.7,2019-09-19,43.6,21046,NA,266,JO 2019,3.4340860602327425,1.6337472322685431
24680,M,2019,PLK,2019,JO,1,2019-09-22,S0955,S0956,W!/O!,187.356,49,13,237.823,136.372,7.702,35.005,450,225.179,65.552,21,1.118,0.618,300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,JO 2019,2.041614912488227,2.0708825752033526
24729,M,2019,DH,2019,JO,1,2019-09-13,M6624,M6625,Bk/P,134.063,64,8,273.472,114.308,2.25,16.001,450,221.623,34.007,17,1.252,0.249,300,NA,tag colors different on db than on videos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,JO 2019,1.6144633096483874,2.1005796405617287
24730,M,2019,DH,2019,JO,1,2019-09-24,M6622,M6623,B!/G!,16.08,9,4,281.245,34.017,3,377.328,450,167.385,104.785,39,1.001,0.751,300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,JO 2019,-2.087373213434215,2.034832640935006
24745,M,2019,DH,2019,JO,1,2019-09-13,F9839,F9840,O*/B*,30.553,9,2,99.857,55.767,22.519,305.037,450,300,0,0,300,2.749,300,NA,"no attack, latency set to max",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,JO 2019,-1.3593769697706848,1.1291332891584647
24753,M,2019,DH,2019,JO,1,2019-08-12,F9738,F9739,B!/O!,86.306,58,5,333.809,159.807,15.002,35.251,450,29.503,262.234,11,184.936,171.424,300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,JO 2019,1.0471558915292527,-1.1883924245721815
24850,M,2020,DH,2020,KL,1,2020-05-30,M6372,M6367,Y!/B!,42.127,0,1,0,0,9.016,395.811,450,11.999,286.749,0,300,300,300,NA,NA,0,9691,2020-03-17,3,79,10.3,2020-04-16,68.6,23565,77,151,KL 2020,-1.831096877969172,-2.521457053157092
24859,F,2020,DH,2020,SU,1,2020-05-28,M6451,M6474,R/W,194.392,24,12,72.516,153.659,9.257,29.74,450,135.349,144.832,40,28.776,0.75,300,NA,NA,0,9693,NA,4,84,21.6,2020-04-18,79.4,23877,NA,149,SU 2020,2.1084840007166226,1.6408709482989465
24860,M,2020,DH,2020,SU,1,2020-05-30,M6455,M6456,R!/Bk!,164.895,16,8,123.303,47.024,88.67,114,450,109.963,180.252,62,212.963,171.249,300,NA,NA,0,9693,NA,4,84,24,2020-04-18,81.9,23877,NA,151,SU 2020,0.29762567232584486,0.5334109867363033
24869,F,2020,DH,2020,SU,1,2020-05-30,M6995,M6935,O/B,161.586,67,7,258.722,55.287,11.256,83,450,0.498,298.999,0,300,300,300,NA,NA,0,9694,NA,3,89,20.1,2020-04-22,68.2,23672,NA,151,SU 2020,1.2482670953743762,-2.625361376983947
24883,M,2020,DH,2020,SU,1,2020-06-14,M6997,M6993,R!/Y!,70.042,3,2,179.139,134.038,51.287,100.279,419.641,271.971,24.025,56,1.501,1.25,300,NA,NA,0,9762,NA,3,96,19.1,2020-04-27,64.8,24804,NA,166,SU 2020,-0.25050431352957275,3.2182673247668543
24885,F,2020,DH,2020,SU,1,2020-06-12,M6987,M6949,B/Y,144.815,66,4,246.164,97.053,12.504,36.757,435.435,3.251,294.995,0,300,300,300,NA,NA,0,9762,NA,3,96,18.5,2020-04-27,65.8,24804,NA,164,SU 2020,1.4833937759373828,-2.5959962817905806
24889,M,2020,DH,2020,JO,1,2020-06-16,M6972,M7499,R!/R!,215.345,24,25,95.538,101.19,8.767,36.471,450,300,0,0,300,1.751,300,NA,NA,0,9699,2020-04-03,4,97,16.7,2020-04-27,58.7,23027,94,168,JO 2020,2.412092160822472,1.1329358202743154
24968,F,2020,DH,2020,KL,1,2020-06-24,-,M6964,-/Bk,201.665,33,14,80.764,43.501,33.525,109.873,450,151.035,123.735,15,28.028,0.5,300,NA,NA,0,9770,2020-04-02,4,110,26.7,2020-04-27,39.4,23532,93,176,KL 2020,1.381613136256841,1.2594544484858992
24890,F,2020,DH,2020,KL,1,2020-06-09,M6968,M6967,W/R,150.291,21,6,83.677,119.177,32.513,99.245,450,197.336,17.272,7,1.752,1.251,300,NA,NA,0,9699,2020-04-03,4,97,15.9,2020-04-27,57.6,23027,94,161,KL 2020,0.9493716188897436,1.8360572382842133
24896,F,2020,DH,2020,JO,1,2020-06-18,M6780,M6781,B/W,110.915,4,7,20.563,9.998,34.524,208.511,413.877,0,299.249,0,300,300,300,NA,NA,0,9751,2020-04-07,3,103,12.7,2020-05-13,65.5,24525,98,170,JO 2020,-0.41316610569114076,-2.6286847003546647
24897,F,2020,DH,2020,JO,1,2020-06-12,M6776,M6777,Y/O,29.778,7,5,174.395,67.512,93.799,116.789,449.916,300,0,0,300,300,300,NA,NA,0,9751,2020-04-07,3,103,13,2020-05-13,65.1,24525,98,164,JO 2020,-0.9556255690167996,-0.003438030197994015
24902,M,2020,DH,2020,KL,1,2020-06-17,M7009,M7010,P!/G!,132.851,44,3,185.446,152.802,5,5,450,87.99,175.654,0,300,300,300,NA,NA,0,9704,NA,3,104,12.6,2020-05-04,55.9,24709,NA,169,KL 2020,1.5101326076904424,-1.7084918561328484
24904,M,2020,DH,2020,KL,1,2020-06-24,M7005,M7006,O!/B!,169.161,16,9,46.818,165.346,4.001,63.287,450,261.98,30.02,8,1.254,0.504,300,NA,NA,0,9704,NA,3,104,10.9,2020-05-04,49.3,24709,NA,176,KL 2020,1.6944025589247456,2.10441012630554
24926,M,2020,DH,2020,JO,1,2020-06-08,M6720,M6723,B!/R!,39.019,32,5,339.542,93.333,5.5,28.771,450,248.757,41.991,5,65.075,64.825,300,NA,NA,0,9765,NA,3,106,36.8,2020-04-27,62.1,24360,NA,160,JO 2020,-0.012584700804058008,1.4500652731634305
24927,F,2020,DH,2020,JO,1,2020-06-12,M6721,M6722,R/G,129.662,48,8,205.878,72.761,11.501,5.505,450,253.55,29.625,40,22.256,6.506,300,NA,NA,0,9765,NA,3,106,36.1,2020-04-27,60.5,24360,NA,164,JO 2020,1.2514115890154365,2.6658114568983478
24936,F,2020,DH,2020,SU,1,2020-06-24,J3228,J3227,Y/Y,212.488,50,7,100.808,61.054,5.002,43.772,402.374,268.747,1.75,3,146.002,5.501,300,NA,NA,0,9767,NA,2,107,18.9,2020-05-04,46,24673,NA,176,SU 2020,2.17525888900242,1.5967673133774065
24940,F,2020,DH,2020,KL,1,2020-06-15,M7060,M7495,B/B,98.084,8,9,53.045,15.756,71.81,227.011,450,0,300,0,300,300,300,NA,NA,0,9724,NA,4,107,36.5,2020-04-29,62,23054,NA,167,KL 2020,-0.6395103540648828,-2.631833489191356
24942,M,2020,DH,2020,KL,1,2020-07-06,M7493,M7492,O!/W!,185.876,20,10,58.275,166.934,14.249,12.247,450,66.284,210.456,1,103.546,14.015,300,NA,NA,0,9724,NA,4,107,32.6,2020-04-29,57.8,23054,NA,188,KL 2020,2.0523002131087686,-0.12414597281597158
24959,F,2020,DH,2020,JO,1,2020-06-22,M6728,M6729,B/B,152.415,84,8,167.046,72.031,13.753,14.251,450,212.063,64.166,16,59.562,3.252,300,NA,NA,0,9750,2020-04-14,4,110,16.4,2020-05-11,54.2,22290,105,174,JO 2020,2.0376262067466433,1.6841000426937272
24965,F,2020,DH,2020,JO,1,2020-06-30,M6744,M6745,O/Y,62.292,14,8,331.515,53.521,10,181.129,445.19,93.816,25.893,1,248.234,204.707,300,NA,NA,0,9748,2020-04-16,5,110,9.9,2020-05-14,54.6,21029,107,182,JO 2020,-0.8156276529137961,-0.4798817233589623
24966,F,2020,DH,2020,JO,1,2020-06-29,M6746,M6747,B/O,107.594,105,5,214.554,12,11.25,0,450,206.39,51.014,32,47.78,28.28,300,NA,NA,0,9748,2020-04-16,5,110,11.3,2020-05-14,61,21029,107,181,JO 2020,1.5895415570297307,2.0099659851863705
24969,F,2020,DH,2020,KL,1,2020-06-29,M6961,M6962,O/W,212.376,82,1,196.436,45.537,9.254,12.501,450,202.938,71.555,39,0.502,0.002,300,NA,NA,0,9770,2020-04-02,4,110,24.9,2020-04-27,35.9,23532,93,181,KL 2020,1.97721504092205,2.3412614043262154
24972,M,2020,DH,2020,KL,1,2020-06-16,M7011,M7012,G!/R!,227.39,44,11,104.826,81.391,29.757,47.501,450,0.752,289.498,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9727,2020-04-08,3,110,27.7,2020-05-05,66.8,20857,99,168,KL 2020,2.0260943313699307,-2.5843652293618855
24975,F,2020,DH,2020,KL,1,2020-06-22,M6466,M6467,O/P,159.574,16,7,13.494,239.679,11.005,13.494,450,194.68,83.802,5,25.501,0.502,300,NA,NA,0,9771,2020-04-15,3,111,15.6,2020-05-13,48.5,24409,106,174,KL 2020,2.1747320914236683,1.4174182477251847
24984,M,2020,DH,2020,JO,1,2020-06-24,M6751,M6752,P!/Y!,82.287,57,7,206.418,21.498,11.285,21.272,450,293.751,5.748,3,71.021,0.5,300,NA,NA,0,9758,NA,4,111,27.7,2020-05-05,62.4,24356,NA,176,JO 2020,0.6927500477989416,1.9873206500657363
24985,F,2020,DH,2020,JO,1,2020-07-01,M6753,M6754,O/R,195.128,34,8,143.046,40.002,16.751,4.501,449.168,147.55,130.955,2,234.359,35.752,300,NA,NA,0,9758,NA,4,111,26.9,2020-05-05,62.5,24356,NA,183,JO 2020,1.435412225050727,0.041361283228506046
25006,M,2020,DH,2020,JO,1,2020-07-07,M6772,-,G/-,165.709,46,7,170.786,83.039,20.503,2.751,450,140.123,152.073,5,186.656,94.095,300,NA,NA,0,9774,NA,3,118,10.7,2020-05-20,48.7,23787,NA,189,JO 2020,1.539282762688547,-0.06364351161445918
25008,F,2020,DH,2020,JO,1,2020-07-06,M6774,M6775,O/W,113.858,16,3,212.367,94.777,54.874,45.268,450,0,0,0,300,300,300,NA,NA,0,9774,NA,3,118,10.7,2020-05-20,36.8,23787,NA,188,JO 2020,0.1987898922691202,-1.373995072403854
25020,M,2020,DH,2020,JO,1,2020-06-08,M6707,M6708,W!/R!,108.091,50,10,216.8,27.586,14.5,17.999,450,205.225,70.509,41,3.752,0.251,300,NA,NA,0,9775,NA,5,NA,NA,2020-04-29,35.2,25016,NA,160,JO 2020,0.8870750661299179,2.3868864999429174
25022,F,2020,DH,2020,JO,1,2020-06-14,M6713,M6714,Y/B,42.613,26,7,316.303,61.757,23.513,143.989,450,299.749,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9775,NA,5,NA,NA,2020-04-29,33.6,25016,NA,166,JO 2020,-0.6335073413758119,-0.004584729589972882
25051,F,2020,DH,2020,JO,1,2020-07-02,M7896,M6750,B/Bk,0,0,0,450,4.501,0,423.129,450,2,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9780,NA,4,126,22.7,2020-05-24,56.2,20601,NA,184,JO 2020,-3.1875902866287618,-1.3648580254558151
25067,F,2020,DH,2020,JO,1,2020-06-14,M6759,M6760,G/Y,137.345,13,7,243.053,115.65,13.256,0,450,233.194,60.046,2,23.249,18.5,300,NA,NA,0,9783,NA,4,NA,NA,2020-05-11,76.2,25054,NA,166,JO 2020,0.8560338626672896,1.5672031886287876
25070,M,2020,DH,2020,JO,1,2020-06-22,M6765,M6766,R!/P!,82.044,32,5,325.848,27.271,9.751,153.009,450,299.748,0,0,300,300,300,NA,NA,0,9783,NA,4,NA,NA,2020-05-11,74.8,25054,NA,174,JO 2020,-0.5163246410499868,-0.004589298113447295
25088,M,2020,DH,2020,JO,1,2020-07-16,M6412,M6450,O!/Bk!,234.442,28,19,87.619,72.035,16.006,2.001,450,141.607,128.132,3,4.749,3.272,300,NA,NA,0,9802,2020-05-07,3,133,16.5,2020-06-01,49.8,24417,128,198,JO 2020,2.342770419508247,1.0107562371278804
25089,M,2020,DH,2020,JO,1,2020-07-13,M4314,M4388,R!/Y!,0,0,0,450,65.64,0,240.018,450,300,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9802,2020-05-07,3,133,17.7,2020-06-01,48.8,24417,128,195,JO 2020,-2.1699584897206154,-0.003438030197994015
25232,F,2021,DH,2021,JO,1,2021-06-24,M7509,M7510,G*/G*,49.566,18,4,224.179,70.589,25.037,140.186,450,0,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9824,2021-04-20,3,115,22.1,2021-05-18,63.9,24525,110,175,JO 2021,-0.5768459570969264,-1.373995072403854
25233,F,2021,DH,2021,JO,1,2021-06-26,M7511,M7512,Y*/Y*,109.026,27,8,287.352,114.522,11.753,13.507,450,266.463,2.501,4,28.544,1.035,300,NA,NA,0,9824,2021-04-20,3,115,18.6,2021-05-18,60.1,24525,110,177,JO 2021,0.7758467816926267,2.0512782262542166
25234,F,2021,DH,2021,JO,1,2021-06-30,M7507,M7384,B/B*,100.916,31,9,238.833,44.261,15.531,81.504,450,0,299.993,0,300,300,300,NA,NA,0,9824,2021-04-20,3,115,18.9,2021-05-18,60,24525,110,181,JO 2021,0.283042194150975,-2.6318041396282976
25239,F,2021,DH,2021,KL,1,2021-07-15,M2633,M7593,R/Y*,172.616,36,4,233.767,142.926,9.254,6.496,450,0,300,0,300,23.769,300,NA,NA,0,9851,2021-04-28,4,118,8.2,2021-05-22,42,23565,118,196,KL 2021,1.5198593372994493,-1.5793515526557216
25240,F,2021,DH,2021,KL,1,2021-07-06,M7596,M7597,B*/R*,130.689,39,6,274.703,127.785,10.005,8.498,450,244.705,46.042,55,2.752,0.249,300,NA,NA,0,9851,2021-04-28,4,118,8.1,2021-05-22,40.3,23565,118,187,KL 2021,1.1705739353276565,2.9788223829158658
25242,F,2021,DH,2021,KL,1,2021-07-04,F9580,M7944,G/R*,173.544,25,2,239.374,58.024,17.511,77.519,450,0,299.909,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9866,2021-04-29,3,119,9.1,2021-05-22,49.4,24661,119,185,KL 2021,0.5048685492968297,-2.6314519448715976
25244,M,2021,DH,2021,KL,1,2021-07-04,M7945,M7946,B*/Y*,1.5,1,0,447.997,8.008,2.001,420.093,450,255.953,28.776,20,12.764,10.51,300,NA,NA,0,9866,2021-04-29,3,119,9.1,2021-05-22,51.3,24661,119,185,KL 2021,-3.134365904031475,2.263607526351908
25245,F,2021,DH,2021,KL,1,2021-07-07,M7517,M7518,W*/B*,152.37,75,0,255.25,73.774,6.248,16.01,450,65.339,220.541,17,89.589,78.077,300,NA,NA,0,9847,2021-05-02,3,122,10.7,2021-05-26,39.2,24002,122,188,KL 2021,1.4203680722138963,-0.014884583213977377
25247,F,2021,DH,2021,KL,1,2021-07-08,M7515,F9579,Y*/B,152.758,74,2,267.361,91.274,5.506,27.507,450,196.945,65.023,72,1.5,1,300,NA,NA,0,9847,2021-05-02,3,122,10,2021-05-26,35.6,24002,122,189,KL 2021,1.5105202631090946,3.053510060587058
25256,M,2021,DH,2021,KL,1,2021-07-10,M7455,M7456,R*/G*,146.841,42,1,241.489,120.588,0,67.011,450,281.729,0,1,179.435,14.268,300,NA,NA,0,9834,2021-05-03,3,124,11.3,2021-05-27,55.5,24256,123,191,KL 2021,0.9916584990415203,1.4642057701003839
25257,M,2021,DH,2021,KL,1,2021-07-07,M7451,M7452,Y*/W,0,0,0,450,24.782,0,412.692,450,2.77,296.729,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9834,2021-05-03,3,124,12.2,2021-05-27,57.6,24256,123,188,KL 2021,-3.0406861036517894,-2.6054640476306155
25270,F,2021,DH,2021,KL,1,2021-07-13,M8173,M7938,O/G*,2.001,1,0,447.194,10.971,0,370.646,449.676,206.888,74.552,8,61.815,61.064,300,NA,NA,0,9860,2021-05-05,3,127,12.4,2021-05-26,41.3,24506,125,194,KL 2021,-2.919519497640873,1.2139347489605943
25275,F,2021,DH,2021,KL,1,2021-07-10,M7385,M7466,B/R*,7.985,0,0,0,0,0,441.744,450,0,300,0,300,300,300,NA,NA,0,9858,2021-05-05,3,128,14.1,2021-05-29,49.7,23027,125,191,KL 2021,-2.2491106906266922,-2.631833489191356
25276,F,2021,DH,2021,KL,1,2021-07-10,F9578,M7422,R/R*,120.653,23,8,297.489,42.996,29.112,60.001,450,300,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9858,2021-05-05,3,128,16.6,2021-05-29,48.5,23027,125,191,KL 2021,0.14568580813315862,-0.003438030197994015
25282,F,2021,DH,2021,JO,1,2021-07-05,M7470,M7471,Y*/G*,151.924,36,10,216.371,56.25,20.056,42.34,450,299.996,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9870,2021-05-01,3,131,28.9,2021-05-26,51.7,24692,121,186,JO 2021,1.0066455405737829,-0.003456304291890113
25284,M,2021,DH,2021,JO,1,2021-07-08,M7424,M7425,O*/O*,41.264,10,3,392.256,81.757,0,97.589,450,1.5,298.248,0,300,300,300,NA,NA,0,9870,2021-05-01,3,131,31.4,2021-05-26,57.5,24692,121,189,JO 2021,-0.8476507031382977,-2.617634927626288
25290,F,2021,DH,2021,KL,1,2021-07-18,M7935,M7936,W*/O*,248.751,54,4,146.353,72.285,11.75,19.751,450,111.66,172.53,3,155.904,0.751,292.19,NA,NA,0,9844,2021-05-10,2,132,12.7,2021-06-03,47.5,24003,130,199,KL 2021,2.1073744376696864,0.12571828706335242
25291,M,2021,DH,2021,KL,1,2021-08-04,M7976,M7977,Y*/Bk,130.56,41,3,241.554,13.553,22.499,106.034,450,279.667,13.758,11,22.254,2.752,299.682,NA,NA,0,9844,2021-05-10,2,132,13.8,2021-06-03,47.9,24003,130,216,KL 2021,0.13235347478786008,2.2349617896297937
25314,F,2021,DH,2021,JO,1,2021-06-27,M7622,M7623,W*/W*,113.618,16,6,129.845,76.267,18.515,133.24,435.906,299.747,0.25,0,300,12.502,300,NA,NA,0,9878,NA,2,NA,NA,2021-05-17,71,24383,NA,178,JO 2021,0.23619345317326756,1.0897688472524165
25323,M,2021,DH,2021,JO,1,2021-07-20,M7562,M7563,G*/B*,22.528,13,5,175.436,50.257,8.251,285.044,450,50.054,236.015,4,176.409,158.656,297.824,NA,NA,0,9881,NA,3,137,34.3,2021-05-27,48.1,25216,NA,201,JO 2021,-1.2935314488629943,-1.071473233495969
25324,F,2021,DH,2021,JO,1,2021-07-19,M7519,M7520,R*/B*,160.824,35,9,226.83,119.135,19.754,31.494,450,124.201,125.506,27,50.305,23.759,300,NA,NA,0,9881,NA,3,137,34.2,2021-05-27,48.7,25216,NA,200,JO 2021,1.3668039690088352,1.2211076233954195
25334,F,2021,DH,2021,KL,1,2021-07-28,M7978,M7979,B*/B,84.132,9,6,59.849,4.003,41.046,252.271,450,2.517,1.503,0,300,0.751,300,NA,NA,0,9853,2021-05-17,2,140,16,2021-06-13,61.8,24577,137,209,KL 2021,-0.8868041386234631,-0.22861386739685502
25335,M,2021,DH,2021,KL,1,2021-07-28,-,M7975,-/R,35.172,6,3,414.072,27.236,0,331.75,450,202.184,77.754,10,7.512,4.756,300,NA,NA,0,9853,2021-05-17,2,140,17.2,2021-06-13,52,24577,137,209,KL 2021,-2.1794091358752685,1.6356377934760291
25342,F,2021,DH,2021,SU,1,2021-07-31,M7799,M7800,G*/B*,56.255,15,2,272.555,37.018,16.256,276.412,450,298.995,0,0,300,300,300,NA,Squirrel never saw itself in the mirror – approach/attack latency set to max value (300),0,9897,2021-05-25,3,146,10.9,2021-06-21,50.6,25029,145,212,SU 2021,-1.419783031863233,-0.008029396289383452
